throughput,	act,	prepare,	6.175809327028663,	0.0416077390724634
throughput,	act,	external,	0.9401520778491583,	0.017788106949706572
throughput,	entry,	visit,	18.567401485702817,	0.09022737721133799
throughput,	task,	Server,	37.07395346033084,	0.13770163890523762
throughput,	task,	Backup,	12.360486664173811,	0.07119469473247657
utilization,	proc,	PClient,	0.616725771520711,	0.0019191366901625715
utilization,	task,	Server,	1.2117836575606162,	0.0025691531582320167
utilization,	task,	Backup,	0.1238513104430904,	7.113116259820832E-4
proc utilization,	act,	pack,	0.1844556720846024,	0.0013682575447311381
response time,	entry,	think,	0.3242956927154086,	0.0010111001834289493
response time,	entry,	save,	0.030203202903636383,	1.8063465479617943E-4
response time,	entry,	notify,	0.08020393526293734,	5.575059974393111E-6
response time,	entry,	visit,	0.013132682166030033,	7.560605122842516E-5
response time,	entry,	buy,	0.046775560986503414,	4.624523190199223E-4
response time,	task,	Server,	0.03268591105165381,	1.3371391801140082E-4
response time,	task,	FileServer,	0.03383487409121338,	1.343818458976565E-4
